category,Job,knowledge,assessment,information,Experience,vulnerability,ÊÊ,Business,skill,client,«,design,experience,Software,web,’,test,digital,Security,other,implementation,infrastructure,product,Cybersecurity,asset,tool,OT,threat,stakeholder,environment,Development,security,Data,Java,service,Team,understanding,/,market,application,development,candidate,cybersecurity,Good,analysis,communication,Management,business,customer,platform,problem,risk,Technology,cloud,work,company,project,analytics,network,Singapore,Work,Information,Cyber,Strong,role,management,user,UI,data,Ability,IT,Ê,software,year,code,system,such,incident,Requirements,Analyst,report,cyber,requirement,UI/UX,Design,Computer,technical,ability,process,compliance,solution,UX,quality,analytical,control,audit,new,team,opportunity,technology
cyber+security,0.0,0.026815288499857325,0.11107762378292589,0.0,0.0,0.4301361858336397,0.0,0.0,0.05191540219914516,0.0,0.0,0.0,0.08331781208210909,0.0,0.0,0.0,0.04263103358542664,0.0,0.0,0.0667150467191829,0.0,0.18007018958431006,0.0682835779844379,0.0,0.11295276184918347,0.036589931530354676,0.0,0.0,0.07786785173921104,0.0,0.0,0.6540711878033351,0.0,0.0,0.06942175730196681,0.0,0.03666608498918688,0.0,0.0,0.03119490797796795,0.0,0.03588875108771883,0.05746308262838211,0.0,0.0,0.03109246316665259,0.0,0.0,0.0,0.0,0.0,0.0871962573284725,0.0,0.04475778155755674,0.04807334817560216,0.0,0.0,0.0,0.046812497774159016,0.0,0.0,0.0,0.0,0.0,0.0,0.30889230352203456,0.0,0.0,0.029101427699582703,0.0,0.0,0.0,0.0,0.05060738367861655,0.0,0.0298834134653095,0.03386356569861207,0.0,0.0,0.0,0.04755950262825187,0.3446645365612695,0.0,0.0,0.0,0.0,0.030922950548692103,0.032530954640208096,0.03379792351048354,0.1676231112885909,0.0,0.0,0.04045713477286588,0.0,0.09650493973206842,0.0,0.03182156291673844,0.09090154774681174,0.0,0.027609724247429503
ui+ux,0.0,0.10209180837331126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14968674262370263,0.0,0.31567275111620247,0.07930239222687738,0.0,0.0,0.0,0.32461178342964536,0.0,0.0,0.1269995615618226,0.0,0.0,0.12998543645481161,0.0,0.0,0.13930606333806272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2019963361980122,0.0,0.0,0.0,0.0,0.11837597016646023,0.0,0.0,0.0,0.0,0.0,0.16598783925251667,0.0,0.0,0.18302600211939402,0.1394218959971632,0.2304113495764984,0.3323119056245487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14029665756379375,0.0,0.11079565226797308,0.0,0.0,0.0,0.0,0.09633682137746627,0.3392075032990618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12338764457320192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3618441960855652,0.0,0.15402937210937065,0.0,0.0,0.0,0.0,0.25956191167179554,0.0,0.10511640317140485
data+analyst,0.0,0.16758586851848234,0.0,0.0,0.0,0.0,0.0,0.0,0.24333938548926184,0.6142849061054915,0.0,0.0,0.06508827930806266,0.0,0.0,0.0,0.0,0.0,0.0,0.10423623679962346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12166148765706483,0.0,0.0,0.0,0.0,0.0,0.10846522769642494,0.0,0.0,0.0,0.15367356206476185,0.0,0.2486859522228674,0.1121458663611057,0.0,0.0,0.0,0.09715833272109155,0.0,0.5273366340217088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1363742601156641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09652326687570459,0.0,0.0,0.18187341285507092,0.0,0.0,0.0,0.0,0.0790694676590385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10127171763202637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13224047789381876,0.0,0.0,0.0,0.0,0.11462260328281962,0.0
cyber+security,0.0,0.08395961072913999,0.0,0.035315239056416356,0.0,0.12826395382726238,0.0,0.0,0.02709149147951026,0.2872365109265424,0.0,0.0,0.23913174805050139,0.0,0.04265753783512063,0.0,0.0,0.0,0.0,0.0696290520032852,0.04328478049686657,0.0,0.0,0.0,0.0,0.11456436159211224,0.0,0.41847178135348106,0.0,0.06826341568265273,0.0,0.5621740837878331,0.0,0.0,0.0724539873243949,0.0,0.07653520049877699,0.0,0.0,0.0,0.0,0.0,0.059972977092291185,0.0,0.041292170627151153,0.0,0.0,0.0,0.16531744552478123,0.12282697360162159,0.0,0.1365072731247218,0.0,0.14013818709026155,0.17560589981495142,0.0,0.0,0.0,0.04885719192614112,0.0,0.0,0.0,0.0,0.0,0.0,0.09671526584946256,0.0,0.0,0.0,0.0,0.0,0.0,0.03477448121838912,0.026408916153058765,0.0,0.06237734521778936,0.0353426714511668,0.28170696234745696,0.0,0.0,0.049636824743476506,0.15416525391037703,0.06764877464847092,0.0,0.0,0.0,0.032273614989926966,0.13580741639251623,0.0,0.0,0.16532122917385056,0.0,0.0,0.0,0.0,0.0,0.03321147729209789,0.07115398519336509,0.0,0.08644701697561122
data+analyst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18510143663109893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189343669655224,0.0,0.0,0.243461243635309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37127903663610046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4231904384343061,0.11085842267907323,0.0,0.0,0.42357159474724887,0.1398683253738258,0.1302429069444007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31127849426335635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12073863236617494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11598728284498935,0.12050458884900078,0.0,0.0,0.0,0.1442476307841986,0.1508874265650418,0.0,0.0,0.0,0.40513042293743284,0.0,0.0
cyber+security,0.0,0.06355609847991181,0.0,0.0400996168006093,0.0,0.0,0.0,0.0,0.030761746371017556,0.0931857854896835,0.0,0.03275308237595238,0.04936880568942495,0.0,0.09687324602918373,0.0,0.0,0.1671766515401041,0.0,0.039531068996319634,0.0,0.373443264082558,0.0,0.0,0.0,0.0,0.0,0.06788068397868809,0.0,0.15502298064595638,0.0,0.592739963958156,0.0,0.0,0.3290791403386031,0.0,0.0,0.0,0.0,0.03696821392635896,0.09431289767910282,0.08506151251977902,0.34048946914259326,0.0,0.0,0.0,0.0,0.13332651231370643,0.046928510135590386,0.0,0.0,0.0,0.0,0.21216478595258015,0.11394076371484559,0.04339776076769049,0.07171998742066338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043798260087389795,0.07321192782407578,0.043670047218293456,0.0,0.06897457787152103,0.0,0.0,0.0,0.0,0.08996009480485215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18322962387413574,0.0385515254995226,0.04005297491131314,0.0,0.07508733471447535,0.0,0.0,0.0,0.0,0.0,0.03771084518691079,0.16158732696284933,0.0,0.06543902569917065
data+analyst,0.0,0.044224257766006435,0.0,0.0,0.0,0.0,0.0,0.0,0.08561981829481748,0.0,0.0,0.0,0.06870461971793596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05630725460934443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12094073825390524,0.0,0.1622117492519461,0.0,0.0,0.05918837602704763,0.0,0.0,0.26099915161697046,0.0,0.0,0.09277262432129339,0.0,0.0,0.0,0.0,0.0,0.0,0.15856686691281482,0.1811848560148265,0.0,0.07197564431082565,0.7720401621806253,0.0,0.0,0.0,0.0,0.0,0.06095231111203369,0.25471538098437085,0.0,0.0,0.23997299897631025,0.0,0.0,0.0,0.0,0.0,0.0,0.09856852966732217,0.0,0.0,0.0,0.0,0.0,0.0,0.05344921483604711,0.0,0.0,0.0,0.0,0.16095191256925845,0.05574014545065759,0.0,0.052248041097502695,0.0,0.06672263685243597,0.06979391559892939,0.0795788441811211,0.0,0.0,0.11243735487608124,0.060495548917133914,0.0
data+analyst,0.0,0.04582489290207172,0.0,0.0,0.0,0.0,0.0,0.0,0.044359353914026754,0.06718833821131842,0.0,0.14169275912036758,0.035595643652294666,0.0,0.0,0.0,0.0,0.0,0.0,0.057004978165339025,0.0,0.0,0.0,0.0,0.0,0.12505774037684222,0.0,0.0,0.0665345436518934,0.0,0.0,0.0,0.0,0.0,0.11863547891543924,0.0,0.0626590095339339,0.0,0.0,0.4264741189528414,0.045334001916379985,0.0,0.0,0.0,0.0,0.0,0.0,0.28839119898368665,0.0,0.0,0.12485027256601304,0.0,0.0,0.0,0.1643059728111965,0.12516172558941543,0.0,0.2237421061684696,0.0,0.0,0.0,0.0,0.0,0.0,0.3789503684093048,0.05278688956580413,0.0,0.0,0.19892678874409367,0.0,0.0,0.0,0.05693940921303182,0.043241711479982674,0.15225655963913928,0.10213607969225628,0.0,0.0,0.0,0.0,0.0,0.0,0.16615120316011533,0.0,0.0,0.0,0.0,0.0555924472860928,0.05775758202969029,0.0,0.2165563433809834,0.0,0.0,0.0723200087259709,0.0,0.0,0.05438016125181105,0.3106849803351823,0.25074040268556796,0.28309506870327084
software+engineer,0.0,0.1459286026932113,0.0,0.18414223617252648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3008121429309617,0.4534149202482915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24498516166327872,0.1857993644598485,0.0,0.0,0.0,0.0,0.0,0.0,0.177971016881656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1697624596652165,0.28873073716881986,0.19530631932836157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13080740350951636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27540500957948055,0.24242922996564928,0.3252506323561884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16828246933632357,0.0,0.0,0.0,0.0,0.0,0.22016742972601847,0.0,0.0,0.0,0.0,0.12367138848247938,0.0,0.1502519161855633
ui+ux,0.0,0.042842625428969945,0.0,0.054061621261309305,0.0,0.0,0.0,0.0,0.08294492637750783,0.0,0.0,0.48572863368971836,0.43262819631777666,0.0,0.0,0.0,0.0,0.45076943573972816,0.0,0.10659022956554766,0.0,0.0,0.054548131275050364,0.0,0.09023197470163263,0.0584595139088279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16637208721760613,0.0,0.1757435514982659,0.0,0.07857200509898672,0.0,0.0,0.0,0.0,0.0,0.0,0.14902872513790358,0.0,0.08987426798409416,0.0632682190935364,0.0,0.0,0.0,0.0,0.07150923885500111,0.03840324986648451,0.1170162457101656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11809613845052051,0.049351537865261565,0.17662564444827827,0.0,0.0,0.0,0.0,0.0,0.0,0.12128266956150809,0.0,0.14323365079291653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05399873945955597,0.0,0.05061573369939845,0.0,0.0,0.0,0.0,0.0,0.15252336001682162,0.2904657140683758,0.05860557696841458,0.13233567195848722
ui+ux,0.0,0.0956759746533466,0.0,0.12073018993878713,0.0,0.0,0.0,0.0,0.09261613398174205,0.0,0.0,0.0,0.22295619373018988,0.0,0.0,0.0,0.0,0.1677760745539138,0.0,0.11901843082790883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3509333563498195,0.22260459551120781,0.0,0.0,0.0,0.0,0.0,0.11093677839261709,0.0,0.10035342254982121,0.2825806525975598,0.0,0.0,0.15555653831712477,0.0,0.0,0.0,0.0,0.2159314326308611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39559771498304874,0.11021165109801172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27084795814148704,0.0,0.10662293300620802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11033196353338123,0.0,0.12058976255810096,0.0,0.4521393921120039,0.0,0.0,0.0,0.0,0.0,0.0,0.08108335454064022,0.0,0.19702098504716883
cyber+security,0.0,0.0,0.14729754798991926,0.0,0.0,0.0,0.0,0.0,0.0688438515914669,0.10427347507048951,0.0,0.073300400928394,0.11048588370564322,0.0,0.10839968726710783,0.0,0.0,0.0,0.0,0.08846932857487975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306123228147608,0.0,0.0,0.09205863682963304,0.0,0.0,0.0,0.0,0.08273373697488391,0.07035646429899121,0.0,0.30480202520874833,0.0,0.0,0.0,0.0,0.0,0.10502457657043501,0.0,0.09688118601036405,0.23125800608558375,0.0,0.0,0.0637489898394848,0.0,0.08025357388002378,0.0,0.24830801749567444,0.0,0.0,0.0,0.0,0.0,0.0,0.08192303247442606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06710931754007426,0.1181478884469254,0.07925545000154449,0.179622862777438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24603739100526312,0.0,0.08963733811904444,0.0,0.08402158422891821,0.0,0.1072985998041643,0.0,0.0,0.0,0.08439572312066342,0.42189876974828067,0.4864231990372705,0.0
ui+ux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06497793921902033,0.0,0.0,0.830210783298829,0.15642235733528187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14137302964355292,0.09159279313246466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1835668445897968,0.0,0.12310450306272037,0.0,0.0,0.0,0.0,0.0,0.0,0.07783139863050688,0.0,0.0,0.09912694300420188,0.0,0.0,0.0,0.0,0.0,0.060169178384223594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09251492576307588,0.0,0.1844882042532851,0.0,0.0,0.0,0.0,0.0,0.0,0.12668161514337392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08112654060914419,0.0,0.0,0.0,0.07740707058448916,0.3257290597868783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05688673297521391,0.0,0.06911332313757655
cyber+security,0.0,0.06655175442161991,0.1378394780234735,0.16795869561179627,0.0,0.0,0.0,0.0,0.12884668751095174,0.09757800840237751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0811649203177421,0.0,0.09548895315309835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46452810417440804,0.0,0.1781416111858141,0.0,0.0,0.0,0.15433419431913517,0.0,0.20941609501558847,0.0,0.0,0.0,0.5410219532263986,0.0,0.0,0.05965562634212805,0.09088654546573281,0.07510044046285014,0.10831398075365575,0.0,0.0,0.0,0.0,0.0,0.0,0.09172529841023833,0.07666270205087033,0.0,0.0,0.07222562865924265,0.0,0.0,0.0,0.0,0.06280018524726863,0.0,0.0,0.0,0.0,0.0,0.0,0.11803596069259689,0.24440246993734924,0.0,0.0,0.0,0.0,0.0,0.08073722959674681,0.08388166718558192,0.0,0.0,0.0,0.0,0.0,0.0,0.14272966495698197,0.0,0.11280239409363728,0.09103793073105897,0.3426171580763245
software+engineer,0.0,0.17224510616423677,0.0,0.3260251770402134,0.0,0.0,0.0,0.0,0.0,0.25254532450165273,0.0,0.0,0.13379573920611712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10503299603774006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3005656774759635,0.1703999612093706,0.2305275119914853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15439697693763335,0.11761344842593885,0.29155542448710337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11869885249400189,0.0,0.0,0.0,0.28039481117304516,0.0,0.0,0.0,0.4280439718991331,0.0,0.1430742420680014,0.0,0.10875947631307559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09931511458844185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1022011842784148,0.1459740657109314,0.23561870276780605,0.26602211743064597
